Image Sticker,Slice Index,Model,IoU,Dice
lung_046,165,EfficientSAM (VIT-tiny),0.0950226244343891,0.1735537190082644
lung_046,165,EfficientSAM (VIT-small),0.0679611650485436,0.1272727272727272
lung_073,310,EfficientSAM (VIT-tiny),0.0930232558139534,0.1702127659574468
lung_073,310,EfficientSAM (VIT-small),0.0960960960960961,0.1753424657534246
lung_073,311,EfficientSAM (VIT-tiny),0.2412060301507537,0.388663967611336
lung_073,311,EfficientSAM (VIT-small),0.2274881516587677,0.3706563706563706
lung_073,312,EfficientSAM (VIT-tiny),0.3801115241635687,0.5508417508417508
lung_073,312,EfficientSAM (VIT-small),0.1921182266009852,0.3223140495867768
lung_073,313,EfficientSAM (VIT-tiny),0.3414141414141414,0.5090361445783133
lung_073,313,EfficientSAM (VIT-small),0.1005067567567567,0.1826554105909439
lung_073,314,EfficientSAM (VIT-tiny),0.0361197110423116,0.0697211155378486
lung_073,314,EfficientSAM (VIT-small),0.1993817619783616,0.3324742268041237
lung_073,315,EfficientSAM (VIT-tiny),0.0,0.0
lung_073,315,EfficientSAM (VIT-small),0.0889705882352941,0.163403106009453
lung_073,316,EfficientSAM (VIT-tiny),0.0,0.0
lung_073,316,EfficientSAM (VIT-small),0.0528169014084507,0.1003344481605351
lung_073,317,EfficientSAM (VIT-tiny),0.0008517887563884,0.0017021276595744
lung_073,317,EfficientSAM (VIT-small),0.0920798454603992,0.1686320754716981
lung_073,318,EfficientSAM (VIT-tiny),0.107253086419753,0.1937282229965156
lung_073,318,EfficientSAM (VIT-small),0.192163177670424,0.3223773075191355
lung_073,319,EfficientSAM (VIT-tiny),0.265609514370664,0.4197337509788567
lung_073,319,EfficientSAM (VIT-small),0.2329615861214374,0.3778894472361809
lung_073,320,EfficientSAM (VIT-tiny),0.3086705202312139,0.4717314487632509
lung_073,320,EfficientSAM (VIT-small),0.2226074895977808,0.3641520136131594
lung_073,321,EfficientSAM (VIT-tiny),0.2609208972845336,0.4138576779026217
lung_073,321,EfficientSAM (VIT-small),0.2791033984092552,0.4364047484454494
lung_073,322,EfficientSAM (VIT-tiny),0.2466460268317853,0.3956953642384106
lung_073,322,EfficientSAM (VIT-small),0.2680151706700379,0.4227318045862412
lung_073,323,EfficientSAM (VIT-tiny),0.2936585365853658,0.4539969834087481
lung_073,323,EfficientSAM (VIT-small),0.3704918032786885,0.5406698564593302
lung_073,324,EfficientSAM (VIT-tiny),0.2861111111111111,0.4449244060475162
lung_073,324,EfficientSAM (VIT-small),0.3319018404907976,0.4983878397052049
lung_073,325,EfficientSAM (VIT-tiny),0.3131046613896218,0.4768921634293369
lung_073,325,EfficientSAM (VIT-small),0.2743055555555556,0.4305177111716621
lung_073,326,EfficientSAM (VIT-tiny),0.3817663817663818,0.5525773195876289
lung_073,326,EfficientSAM (VIT-small),0.3110173958882446,0.4744672295938882
lung_073,327,EfficientSAM (VIT-tiny),0.3318140382862352,0.4982888432580424
lung_073,327,EfficientSAM (VIT-small),0.3035914702581369,0.465777012483857
lung_073,328,EfficientSAM (VIT-tiny),0.4194815396700707,0.5910348644161594
lung_073,328,EfficientSAM (VIT-small),0.3139196272568433,0.4778368794326241
lung_073,329,EfficientSAM (VIT-tiny),0.3302997858672377,0.496579476861167
lung_073,329,EfficientSAM (VIT-small),0.2868632707774799,0.4458333333333333
lung_073,330,EfficientSAM (VIT-tiny),0.3469259723964868,0.5151374010246856
lung_073,330,EfficientSAM (VIT-small),0.2312775330396475,0.3756708407871199
lung_073,331,EfficientSAM (VIT-tiny),0.3465703971119133,0.514745308310992
lung_073,331,EfficientSAM (VIT-small),0.2852998065764023,0.4439428141459744
lung_073,332,EfficientSAM (VIT-tiny),0.2940130409010077,0.4544205222171323
lung_073,332,EfficientSAM (VIT-small),0.2392433234421365,0.386111942532176
lung_073,333,EfficientSAM (VIT-tiny),0.2392667631452002,0.3861424678863371
lung_073,333,EfficientSAM (VIT-small),0.2358324533614924,0.3816576473939049
lung_073,334,EfficientSAM (VIT-tiny),0.3774124374553252,0.5480020757654385
lung_073,334,EfficientSAM (VIT-small),0.2743221690590112,0.4305381727158949
lung_073,335,EfficientSAM (VIT-tiny),0.4424657534246575,0.6134852801519468
lung_073,335,EfficientSAM (VIT-small),0.3026634382566586,0.4646840148698885
lung_073,336,EfficientSAM (VIT-tiny),0.469,0.6385296119809394
lung_073,336,EfficientSAM (VIT-small),0.3372626064178127,0.5044074436826641
lung_073,337,EfficientSAM (VIT-tiny),0.5156092648539778,0.6803986710963456
lung_073,337,EfficientSAM (VIT-small),0.3691915977084659,0.5392840539284054
lung_073,338,EfficientSAM (VIT-tiny),0.5173824130879345,0.6819407008086253
lung_073,338,EfficientSAM (VIT-small),0.4352243861134631,0.6064896755162242
lung_073,339,EfficientSAM (VIT-tiny),0.4492610837438424,0.619986403806934
lung_073,339,EfficientSAM (VIT-small),0.4025641025641026,0.5740402193784278
lung_073,340,EfficientSAM (VIT-tiny),0.43307757885763,0.6044021415823915
lung_073,340,EfficientSAM (VIT-small),0.4007905138339921,0.572234762979684
lung_073,341,EfficientSAM (VIT-tiny),0.5053003533568905,0.6713615023474179
lung_073,341,EfficientSAM (VIT-small),0.4259656652360515,0.5974416854778029
lung_073,342,EfficientSAM (VIT-tiny),0.5059288537549407,0.6719160104986877
lung_073,342,EfficientSAM (VIT-small),0.4107981220657277,0.5823627287853578
lung_073,343,EfficientSAM (VIT-tiny),0.5463108320251178,0.7065989847715736
lung_073,343,EfficientSAM (VIT-small),0.411225658648339,0.5827922077922078
lung_073,344,EfficientSAM (VIT-tiny),0.361247947454844,0.5307599517490953
lung_073,344,EfficientSAM (VIT-small),0.3316129032258064,0.4980620155038759
lung_073,345,EfficientSAM (VIT-tiny),0.1768558951965065,0.300556586270872
lung_073,345,EfficientSAM (VIT-small),0.1459459459459459,0.2547169811320754
lung_073,346,EfficientSAM (VIT-tiny),0.1863636363636363,0.3141762452107279
lung_073,346,EfficientSAM (VIT-small),0.1531365313653136,0.2656
lung_073,347,EfficientSAM (VIT-tiny),0.1602708803611738,0.2762645914396887
lung_073,347,EfficientSAM (VIT-small),0.1571969696969697,0.2716857610474631
lung_073,348,EfficientSAM (VIT-tiny),0.1069767441860465,0.1932773109243697
